address,price,num_of_bed,num_of_bath,num_of_parking,tax_2021,actual_size,exposure,maintenance_fees,possession,age_of_building,outdoor_space,locker,heating_type,parking_type,property_type,location_area,ensuite_laundry,corp_num,size_range,amenity_lst
1516 - 215 Queen St W,"$449,000",Studio,1,0,"1,415",276,S,$246.45,Vacant,1 years old,Open Balcony,None,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-2718,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Beanfield Fibre Available', 'Elevator', 'Bike Storage', 'Guest Suites', 'Meeting Room', 'Rec Room', 'Security Guard', 'Visitor Parking']"
808 - 101 Peter St,"$462,500",Studio,1,0,"1,547",355,S,$275.41,Immediate,6 years old,None,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2416,0-46 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Media Room', 'Party Room', 'Rec Room', 'Public Transit', 'Visitor Parking', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Visitor Lounge', 'Yoga Studio', 'FibreStream Internet', 'Games Room']"
508 - 438 Richmond St W,"$429,900",Studio,1,0,"2,100",463,NW,$335.00,Tbd,18 years old,None,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-1447,0-46 sqm,"['Beanfield Fibre Available', 'Concierge', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pets', 'Public Transit', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Visitor Parking', 'Bike Storage', 'Gym']"
203 - 32 Camden St,"$430,000",Studio,1,0,"1,415",369,S,$257.73,30,7 years old,None,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2313,0-46 sqm,"['Bike Storage', 'Gym', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Public Transit', 'BBQ Permitted', 'Outdoor Patio', 'Pet Restriction', 'Rec Room', 'Security System', 'Visitor Lounge', 'Games Room', 'Meeting Room']"
3802 - 101 Peter St,"$440,000",Studio,1,0,"1,481",329,N,$223.72,Immediate,6 years old,Open Balcony,None,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-2416,0-46 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Elevator', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'Visitor Lounge', 'Yoga Studio', 'FibreStream Internet', 'Games Room']"
807 - 215 Queen St W,"$448,000",Studio,1,0,NA,305,N,$295.00,Tba,1 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2718,0-46 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Party Room', 'Security Guard', 'Beanfield Fibre Available', 'Elevator', 'Bike Storage', 'Meeting Room', 'Rec Room', 'Visitor Parking']"
202 - 30 Nelson St,"$425,000",Studio,1,0,"1,649",420,N,$271.28,Immed/Tba,4 years old,Terrace,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2573,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Sauna', 'Security System', 'FibreStream Internet', 'Games Room']"
603 - 318 Richmond St W,"$475,000",Studio,1,0,"1,697",432,N,$313.62,2020-12-25 00:,4 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2547,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Sauna', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'FibreStream Internet', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Outdoor Patio', 'Spa', 'Yoga Studio', 'Games Room', 'Meeting Room', 'Visitor Parking']"
2703 - 290 Adelaide St W,"$422,800",Studio,1,0,"1,601",327,W,$212.65,Immediate,3 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2584,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Meeting Room', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Security Guard', 'FibreStream Internet', 'Games Room', 'Outdoor Pool']"
1912 - 215 Queen St W,"$430,000",Studio,1,0,"1,711",289,S,$198.74,Imm/Tba,0-5 years old,Open Balcony,None,Forced Air,NA,Condo Apt,Queen West,No,TSCC-2718,0-46 sqm,"['Gym', 'Concierge', 'Party Room']"
1707 - 215 Queen St W,"$415,000",Studio,1,0,NA,305,N,$294.88,Tba,0-5 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-2718,0-46 sqm,"['Gym', 'Concierge', 'Party Room', 'Bike Storage', 'Guest Suites']"
709 - 215 Queen St W,"$407,000",Studio,1,0,"1,617",313,E,$302.00,Any,1 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-2718,0-46 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Elevator', 'Guest Suites', 'Meeting Room', 'Rec Room', 'Security Guard', 'Beanfield Fibre Available']"
1102 - 126 Simcoe St,"$637,000",1,1,0,"1,949",473,S,$371.65,Flex,10 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2150,46-56 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'FibreStream Internet', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Outdoor Pool', 'Media Room', 'Indoor Pool']"
802 - 199 Richmond St W,"$655,000",1,1,0,"2,279",568,NE,$454.65,30/60/Tbd,5 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2517,46-56 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Security Guard', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security System', 'FibreStream Internet', 'Bike Storage', 'Guest Suites']"
810 - 21 Nelson St,"$620,000",1,1,1,"2,249",556,N,$547.90,Flexible,11 years old,Terrace,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2061,46-56 sqm,"['BBQ Permitted', 'Bike Storage', 'Guest Suites', 'Gym', 'Outdoor Pool', 'Rooftop Deck', 'Concierge', 'FibreStream Internet', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Visitor Parking', 'Rec Room', 'Beanfield Fibre Available']"
1201 - 215 Queen St W,"$523,000",1,1,0,"1,686",335,SW,$299.14,Tba,2 years old,Open Balcony,None,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-2718,0-46 sqm,"['Beanfield Fibre Available', 'Concierge', 'Elevator', 'Party Room', 'Gym', 'Bike Storage', 'Guest Suites', 'Meeting Room', 'Rec Room', 'Security Guard', 'Visitor Parking']"
605 - 50 Camden St,"$705,000",1,1,1,"2,224",725,S,$581.81,30-45,21 years old,Juliet Balcony,Owned,Forced Air,Underground,Comm Element Condo,Queen West,Yes,TSCC-13456,56-65 sqm,"['Elevator', 'Gym', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pets', 'Public Transit', 'Security System', 'Visitor Parking']"
409 - 50 Camden St,"$650,000",1,1,1,"2,159",721,E,$579.29,Immediate,20 years old,Juliet Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,MTCC-1345,65-74 sqm,"['Gym', 'Party Room', 'Visitor Parking', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pets', 'Public Transit', 'Security System']"
817 - 438 Richmond St W,"$660,000",1,1,1,"2,413",634,S,$589.36,Immed/Tba,19 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-1477,56-65 sqm,"['Concierge', 'Gym', 'Media Room', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Beanfield Fibre Available', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pets', 'Public Transit', 'Sauna', 'Security Guard', 'Security System', 'Bike Storage']"
315 - 993 Queen St W,"$1,269,000",1,1,1,"3,544",938,N,$509.60,30 Days/Tbd,21 years old,None,None,Forced Air,Underground,Condo Apt,Queen West,Yes,MTCC-1328,84-93 sqm,"['BBQ Permitted', 'Concierge', 'Gym', 'Guest Suites', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Pets', 'Public Transit', 'Meeting Room', 'Parking Garage', 'Security Guard', 'Security System']"
1108 - 30 Nelson St,"$670,000",1,1,0,"2,128",490,SW,$327.75,30 Days,4 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Queen West,No,TSCC-2573,46-56 sqm,"['Rooftop Deck', 'Concierge', 'Party Room', 'Bike Storage', 'Meeting Room', 'Rec Room', 'Sauna', 'Security System', 'FibreStream Internet', 'Games Room', 'Guest Suites', 'Gym', 'Visitor Parking']"
1208 - 608 Richmond St W,"$835,000",1,1,1,"3,387",686,NW,$560.00,2021-12-13 00:,3 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2707,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Meeting Room', 'Security Guard', 'Security System', 'FibreStream Internet']"
1308 - 505 Richmond St W,"$695,000",1,1,0,NA,null,N,$300.00,2021-10-01 00:,-,Juliet Balcony,None,Forced Air,NA,Condo Apt,Queen West,Yes,NA,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'BBQ Permitted']"
209 - 18 Beverley St,"$590,000",1,1,1,"2,444",657,E,$676.58,Immediate,18 years old,None,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-1551,56-65 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Car Wash', 'Elevator', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System']"
1222 - 140 Simcoe St,"$610,000",1,1,0,"2,236",580,W,$399.19,30-60 Days,16 years old,Open Balcony,NA,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-16667,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room', 'Indoor Pool']"
PH28 - 955 Queen St W,"$610,000",1,1,0,"2,309",580,SW,$387.57,Immediate,16 years old,Juliet Balcony,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-1651,46-56 sqm,"['Gym', 'Pets', 'Concierge', 'Party Room', 'BBQ Permitted', 'Media Room', 'Meeting Room', 'Parking Garage', 'Security Guard', 'Security System']"
504 - 169 John St,"$580,000",1,1,0,"1,943",503,E,$399.81,Flexible,14 years old,Open Balcony,Owned,Heat Pump,NA,Condo Apt,Queen West,Yes,MTCC-182,46-56 sqm,"['BBQ Permitted', 'Bike Storage', 'Visitor Parking', 'Pets', 'Public Transit', 'Elevator', 'Parking Garage', 'Security System', 'Car Wash']"
625 - 39 Brant St,"$551,000",1,1,0,"1,393",368,W,$265.60,30/Tba,4 years old,None,None,Heat Pump,Underground,Condo Apt,Queen West,Yes,TSCC-2585,0-46 sqm,"['Bike Storage', 'Concierge', 'Gym', 'Guest Suites', 'Party Room', 'BBQ Permitted', 'Meeting Room', 'Rec Room', 'Security Guard', 'Security System', 'FibreStream Internet']"
2206 - 290 Adelaide St W,"$680,000",1,1,0,"2,423",524,E,$383.14,Tbd,4 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2584,46-56 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Outdoor Pool', 'Party Room', 'Security System', 'Rooftop Deck', 'BBQ Permitted', 'Outdoor Patio', 'Rec Room', 'Sauna', 'FibreStream Internet', 'Meeting Room', 'Security Guard', 'Visitor Parking', 'Beanfield Fibre Available']"
516 - 388 Richmond St W,"$765,000",1,1,1,"2,169",645,S,$537.41,Tbd,19 years old,Terrace,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-1435,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Beanfield Fibre Available']"
1403 - 215 Queen St W,"$519,000",1,1,0,"1,894",380,W,$361.45,2021-11-16 00:,2 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-2718,0-46 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Elevator', 'Guest Suites', 'Meeting Room', 'Rec Room', 'Security Guard', 'Beanfield Fibre Available']"
522 - 140 Simcoe St,"$600,000",1,1,0,"2,041",0,W,$399.19,November/ Tba,16 years old,Open Balcony,NA,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-1667,46-56 sqm,"['Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room', 'Gym', 'Indoor Pool', 'Visitor Parking', 'BBQ Permitted']"
503 - 169 John St,"$560,000",1,1,0,"1,955",500,W,$406.27,Immediate/Tba,14 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-1827,46-56 sqm,"['Bike Storage', 'Security System', 'Pets', 'Public Transit', 'BBQ Permitted', 'Elevator', 'Parking Garage', 'Car Wash']"
1915 - 330 Richmond St W,"$737,000",1,1,0,NA,0,SE,$448.90,Immediate/Tba,0 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-2835,56-65 sqm,"['Concierge', 'Gym', 'Games Room', 'Outdoor Pool', 'Party Room', 'Rooftop Deck']"
1301 - 126 Simcoe St,"$650,000",1,1,0,"2,096",516,S,$405.30,Flex,10 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2150,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'FibreStream Internet', 'Indoor Pool', 'Outdoor Pool']"
115 - 993 Queen St W,"$1,200,000",1,1,1,"3,564",943,N,$485.30,30 Days,21 years old,None,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,MTCC-1328,84-93 sqm,"['Gym', 'Pets', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Car Wash', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Security Guard', 'Security System']"
411 - 388 Richmond St,"$640,000",1,1,1,"2,340",713,S,$567.28,Flex/Immediate,19 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-1435,65-74 sqm,"['BBQ Permitted', 'Beanfield Fibre Available', 'Concierge', 'Elevator', 'Gym', 'Media Room', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rooftop Deck', 'Security Guard', 'Security System', 'Visitor Parking']"
603 - 29 Camden St,"$640,000",1,1,0,"2,261",683,N,$463.80,Dec,21 years old,None,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,MTCC-1300,56-65 sqm,"['Pets', 'Rooftop Deck', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Elevator', 'Meeting Room', 'Parking Garage', 'Security Guard', 'Security System']"
3109 - 290 Adelaide St W,"$633,000",1,1,0,"2,114",445,E,$312.11,Flex,4 years old,Open Balcony,None,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-2584,0-46 sqm,"['Concierge', 'Gym', 'Games Room', 'Party Room', 'Rooftop Deck', 'Security Guard', 'BBQ Permitted', 'Guest Suites', 'Outdoor Patio', 'Rec Room', 'Sauna', 'FibreStream Internet', 'Outdoor Pool', 'Meeting Room', 'Visitor Parking', 'Beanfield Fibre Available']"
614 - 199 Richmond St W,"$615,500",1,1,0,"1,975",499,S,$414.92,Flexible,5 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-2514,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'BBQ Permitted', 'Bike Storage', 'Guest Suites', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet']"
817 - 199 Richmond St W,"$690,000",1,1,0,"2,591",669,N,$548.59,Asap,5 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2517,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Guest Suites', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet']"
813 - 608 Richmond St W,"$585,000",1,1,0,"1,880",0,S,$380.16,Flexible,2 years old,None,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2707,46-56 sqm,"['BBQ Permitted', 'Concierge', 'Gym', 'Party Room', 'Security Guard', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Public Transit', 'Rooftop Deck', 'Security System', 'FibreStream Internet']"
217 - 38 Cameron St,"$649,900",1,1,1,"2,420",600,E,$487.96,Immed,4 years old,Terrace,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2599,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Yoga Studio']"
PH1 - 168 Simcoe St,"$945,000",1,2,1,"3,367",1002,N,$991.09,Flexible,21 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,MTCC-1289,93-111 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room']"
403 - 140 Bathurst St,"$541,000",1,1,0,"1,809",532,W,$561.92,Tba,20 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,MTCC-1348,46-56 sqm,"['Gym', 'Party Room', 'Visitor Parking', 'Public Transit', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System']"
220 - 140 Simcoe St,"$601,000",1,1,0,"2,117",622,W,$428.09,Flexible,16 years old,Open Balcony,NA,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-1667,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room', 'Indoor Pool']"
901 - 290 Adelaide St,"$590,000",1,1,0,"2,365",551,W,$377.13,Early Oct,4 years old,Juliet Balcony,None,Forced Air,NA,Condo Apt,Queen West,Yes,TSCC-2584,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Meeting Room', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Security Guard', 'Beanfield Fibre Available', 'FibreStream Internet', 'Outdoor Pool']"
309 - 45 Dovercourt Rd,"$681,000",1,1,1,NA,0,E,$366.01,Immed/Tba,0 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2820,65-74 sqm,"['BBQ Permitted', 'Rooftop Deck', 'Party Room', 'Pet Restriction', 'Security System']"
701 - 168 Simcoe St,"$560,000",1,1,1,"1,954",555,N,$560.68,Flexible,21 years old,None,None,Forced Air,Underground,Condo Apt,Queen West,Yes,MTCC-1289,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room']"
1502 - 290 Adelaide St W,"$610,000",1,1,0,"2,151",456,W,$312.11,Imm,4 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2584,0-46 sqm,"['BBQ Permitted', 'Bike Storage', 'Concierge', 'Gym', 'Outdoor Pool', 'Rooftop Deck', 'Party Room', 'Guest Suites', 'Outdoor Patio', 'Rec Room', 'Sauna', 'FibreStream Internet', 'Meeting Room', 'Security Guard', 'Visitor Parking', 'Beanfield Fibre Available']"
2406 - 290 Adelaide St W,"$690,000",1,1,0,"2,469",524,E,$383.14,Immediate/Tba,4 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2584,46-56 sqm,"['Concierge', 'Gym', 'Games Room', 'Outdoor Pool', 'Party Room', 'Visitor Parking', 'Rooftop Deck', 'BBQ Permitted', 'Guest Suites', 'Outdoor Patio', 'Rec Room', 'Sauna', 'FibreStream Internet', 'Meeting Room', 'Security Guard', 'Beanfield Fibre Available']"
915 - 318 Richmond St W,"$595,000",1,1,0,"2,150",561,S,$375.90,Immed/Tba,4 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2547,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Sauna', 'Security System', 'Spa', 'Yoga Studio', 'Beanfield Fibre Available', 'FibreStream Internet', 'Games Room']"
507 - 199 Richmond St W,"$668,000",1,1,1,"2,267",525,S,$509.71,Immediate,5 years old,Terrace,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2517,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Guest Suites', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet']"
2017 - 330 Richmond St W,"$683,000",1,1,0,1,597,SE,$423.75,Immediate,-,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2835,46-56 sqm,[]
606 - 39 Brant St,"$611,000",1,1,0,"1,888",480,NW,$346.42,Immediate,4 years old,Open Balcony,None,Heat Pump,Underground,Condo Apt,Queen West,Yes,TSCC-2585,46-56 sqm,"['Gym', 'Concierge', 'Party Room', 'BBQ Permitted', 'Guest Suites', 'Meeting Room', 'Rec Room', 'Security Guard', 'Security System', 'FibreStream Internet']"
204 - 500 Richmond St W,"$590,000",1,1,1,"1,925",562,W,$350.77,Flexible/T.B.A,21 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,MTCC-1290,46-56 sqm,"['BBQ Permitted', 'Bike Storage', 'Guest Suites', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'Parking Garage', 'Pets', 'Public Transit']"
2403 - 199 Richmond St W,"$618,000",1,1,0,"2,157",492,N,$409.41,Tenanted,5 years old,Open Balcony,Owned,Forced Air,Owned,Condo Apt,Queen West,Yes,TSCC-2517,0-46 sqm,"['BBQ Permitted', 'Concierge', 'Gym', 'Rec Room', 'Rooftop Deck', 'Party Room', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Bike Storage', 'Guest Suites']"
405 - 42 Camden St,"$535,000",1,1,0,"2,010",532,S,$371.06,30 Days/Tba,15 years old,None,None,Heat Pump,NA,Condo Apt,Queen West,Yes,TSCC-1762,46-56 sqm,"['BBQ Permitted', 'Elevator', 'Parking Garage', 'Pets', 'Public Transit', 'Security System']"
2906 - 290 Adelaide St W,"$698,000",1,1,0,"2,404",524,E,$358.00,Imm,4 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Queen West,Yes,TSCC-2584,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Meeting Room', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Security Guard', 'Beanfield Fibre Available', 'FibreStream Internet', 'Outdoor Pool']"
